,Kennung,Name,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018
0,01011101,Stülerstr.,4.74,5.15,5.85,5.52,5.74,7.42,7.65,7.84,7.93,8.76,8.66,8.4,8.14
1,01011102,Großer Tiergarten,null,null,null,null,null,null,null,null,null,null,null,null,null
2,01011103,Lützowstr.,10.98,10.83,10.53,11.53,14.01,16.59,17.46,18.5,16.98,18.93,19.37,18.7,20.02
3,01011104,Körnerstr.,21.58,22.92,24.45,27.47,29.26,30.71,32.03,29.89,29.53,28.93,31.14,28.9,27.05
4,01011105,Nördl. Landwehrkanal,null,null,null,null,null,null,4.07,null,null,null,null,2.21,2.37
5,01011201,Wilhelmstr.,2.24,1.9,2.48,2.42,3.02,3.35,3.54,3.81,3.14,3.31,2.91,3.59,3.75
6,01011202,Unter den Linden Nord,null,null,null,null,null,null,null,null,null,null,null,null,null
7,01011203,Unter den Linden Süd,null,null,null,null,null,null,null,null,null,null,null,3.45,3.41
8,01011204,Leipziger Str.,2.91,3.03,3.48,3.18,3.23,3.7,3.43,4.02,4.02,4.31,4.4,4.4,4.6
9,01011301,Charitéviertel,1.81,2.05,2.14,2.53,1.95,2.54,2.94,2.57,2.57,3.09,3.16,2.95,2.94
10,01011302,Oranienburger Str.,3.86,5.09,5.26,5.91,5.61,4.91,5.29,5.35,5.3,5.22,5.01,5.24,5.32
11,01011303,Alexanderplatzviertel,2.91,2.74,2.73,2.68,3.0,3.93,4.5,4.96,5.05,5.26,5.71,6.23,6.7
12,01011304,Karl-Marx-Allee,1.27,1.73,1.74,1.65,1.66,1.84,2.04,2.15,2.16,2.35,2.3,2.69,2.97
13,01011305,Heine-Viertel West,1.29,1.31,1.16,1.15,1.22,1.13,1.49,1.7,1.89,2.01,2.23,1.98,2.14
14,01011306,Heine-Viertel Ost,1.26,1.16,1.48,1.44,1.59,1.91,2.08,2.21,2.19,2.39,2.63,2.86,2.72
15,01011401,Invalidenstr.,4.29,4.33,4.92,5.15,4.55,4.45,5.13,5.54,5.75,5.1,5.31,5.45,5.99
16,01011402,Arkonaplatz,5.25,5.67,5.26,4.93,5.26,5.75,5.8,6.2,5.76,6.13,6.13,6.22,5.62
17,01022101,Huttenkiez,10.31,10.55,9.74,9.92,14.39,14.45,16.67,16.79,16.55,20.33,22.03,21.62,20.27
18,01022102,Beusselkiez,10.86,11.35,11.98,10.08,12.27,16.92,18.0,19.21,19.11,20.57,20.2,21.13,22.71
19,01022103,Westhafen,null,null,null,null,null,null,null,null,null,null,null,null,null
20,01022104,Emdener Str.,10.64,11.46,12.23,11.78,13.06,14.04,14.83,15.46,15.22,16.15,16.4,16.21,16.05
21,01022105,Zwinglistr.,13.33,13.39,14.58,14.2,14.85,15.76,16.19,16.18,15.75,17.19,18.95,19.2,20.07
22,01022106,Elberfelder Str.,5.34,5.3,4.89,4.76,5.38,5.65,5.84,6.45,6.69,6.97,7.07,7.95,7.65
23,01022201,Stephankiez,11.44,11.91,12.23,11.86,12.85,13.33,13.63,13.43,12.46,12.98,14.0,14.17,14.78
24,01022202,Heidestr.,13.33,14.81,12.14,14.97,15.33,14.29,15.53,13.29,16.25,16.07,15.08,16.02,15.05
25,01022203,Lübecker Str.,14.25,14.9,14.62,15.57,15.05,15.75,17.17,18.46,18.62,19.2,19.47,19.64,19.03
26,01022204,Thomasiusstr.,8.02,8.43,8.83,7.02,7.37,7.76,7.62,7.89,7.36,8.42,9.11,9.36,9.62
27,01022205,Zillesiedlung,16.12,18.15,17.66,15.79,19.74,19.37,20.26,21.93,17.8,20.4,21.34,21.3,21.4
28,01022206,Lüneburger Str.,7.67,6.53,7.87,6.8,8.7,8.56,8.93,9.63,9.56,10.21,10.91,10.77,11.73
29,01022207,Hansaviertel,7.91,7.94,7.92,8.43,8.47,8.06,8.58,9.14,9.0,9.47,9.44,9.14,9.15
30,01033101,Soldiner Str.,8.73,9.95,10.19,10.06,11.43,13.73,14.93,15.75,14.35,15.44,16.31,16.97,17.62
31,01033102,Gesundbrunnen,9.77,10.85,10.86,10.03,11.02,11.47,11.65,13.42,13.21,12.88,13.18,14.03,14.38
32,01033201,Brunnenstr.,10.94,12.71,13.89,13.59,14.77,16.9,16.39,16.29,16.83,17.06,17.2,17.53,18.26
33,01033202,Humboldthain Süd,6.59,7.13,8.01,7.71,8.47,8.28,9.02,9.93,9.52,10.64,10.77,11.59,11.93
34,01033203,Humboldthain NW,10.17,10.84,11.71,11.34,12.48,13.25,14.97,14.86,15.0,16.19,17.17,17.41,18.29
35,01044101,Rehberge,5.33,5.36,5.56,5.52,6.41,7.36,7.87,8.25,7.76,8.65,9.18,9.8,10.16
36,01044102,Schillerpark,4.17,4.62,4.4,4.18,4.19,4.68,4.92,5.5,5.57,6.39,6.55,6.72,7.39
37,01044103,Westl. Müllerstr.,8.38,9.85,11.27,10.12,11.88,13.27,14.73,15.03,14.79,16.37,16.81,17.18,17.4
38,01044201,Reinickendorfer Str.,11.65,12.71,13.21,13.4,14.06,14.45,14.79,15.29,15.17,16.74,17.3,18.0,18.08
39,01044202,Sparrplatz,12.04,13.98,13.66,12.53,13.68,14.5,14.69,13.63,13.64,15.68,17.27,17.75,18.26
40,01044203,Leopoldplatz,10.67,12.31,12.47,11.99,13.84,15.15,15.69,16.34,15.69,18.72,19.53,20.27,21.35
41,02010101,Askanischer Platz,20.44,21.17,21.34,19.14,20.61,22.57,24.0,24.31,24.52,25.85,24.19,23.87,23.19
42,02010102,Mehringplatz,18.27,19.5,20.15,18.78,19.29,20.34,21.35,21.61,22.14,24.06,24.37,25.21,25.3
43,02010103,Moritzplatz,10.91,11.43,12.86,12.54,13.47,14.44,14.86,15.85,16.09,16.41,17.27,17.66,17.48
44,02010104,Wassertorplatz,23.11,24.42,24.81,24.85,26.52,28.06,28.83,29.68,29.12,28.99,28.11,27.32,26.89
45,02020201,Gleisdreieck/Entwickl.-gebiet,null,null,null,null,null,null,null,null,null,null,null,null,2.09
46,02020202,Rathaus Yorckstraße,8.98,9.27,9.6,9.65,10.14,9.88,10.64,11.3,10.97,11.68,12.44,12.95,13.54
47,02020203,Viktoriapark,6.57,7.37,8.49,8.21,8.13,8.45,8.84,9.47,9.74,9.62,10.5,10.89,11.45
48,02020204,Urbanstraße,12.43,13.53,13.9,11.18,11.12,11.37,12.91,13.05,12.53,13.43,14.25,14.43,14.35
49,02020205,Chamissokiez,10.76,13.58,13.54,12.05,12.77,13.07,13.38,12.5,12.66,12.91,12.65,12.87,13.14
50,02020206,Graefekiez,11.29,12.85,13.95,12.53,14.29,14.35,15.1,15.87,13.66,16.51,16.21,16.58,16.49
51,02030301,Oranienplatz,25.0,24.52,26.01,23.07,23.51,22.96,25.34,24.77,24.39,26.35,25.71,24.95,22.31
52,02030302,Lausitzer Platz,18.83,19.85,22.16,20.65,21.78,22.2,22.4,21.74,21.19,21.21,21.34,22.11,20.86
53,02030401,Reichenberger Straße,14.57,16.27,16.64,15.5,16.18,15.12,16.03,16.77,14.63,16.16,16.55,16.78,17.2
54,02030402,Wrangelkiez,16.25,17.48,17.53,16.6,17.1,17.5,17.29,17.46,17.01,16.2,16.43,17.39,18.5
55,02040501,Barnimkiez,0.93,0.97,1.31,1.4,1.37,1.41,1.53,1.54,1.38,1.72,1.58,1.78,1.84
56,02040502,Friedenstraße,2.51,2.52,2.95,2.9,2.91,2.74,3.22,3.4,3.36,3.6,3.14,3.11,3.52
57,02040503,Richard-Sorge-Viertel,2.03,2.13,2.5,2.43,2.5,2.2,2.1,1.79,1.65,1.84,2.46,2.66,2.9
58,02040701,Andreasviertel,2.15,2.53,2.93,3.06,2.59,2.86,3.43,3.43,3.81,3.89,3.91,4.09,4.9
59,02040702,Weberwiese,2.79,2.89,3.01,2.78,3.1,2.78,2.67,2.93,3.29,3.9,3.42,3.65,3.95
60,02040703,Wriezener Bahnh./Entwickl.-geb.,null,null,null,null,null,null,null,null,null,null,null,22.73,24.14
61,02050601,Hausburgviertel,6.81,6.88,7.39,6.98,7.69,7.96,7.63,7.6,7.87,8.38,9.22,10.4,11.2
62,02050602,Samariterviertel,6.77,7.38,9.18,8.27,8.43,7.87,9.39,8.94,7.64,8.94,9.51,9.29,9.88
63,02050801,Traveplatz,5.79,5.95,5.3,5.59,5.62,5.88,7.57,8.54,7.69,8.4,8.16,9.06,9.47
64,02050802,Boxhagener Platz,7.29,7.11,7.07,5.75,5.71,5.96,6.89,6.89,6.6,7.01,6.21,6.5,6.55
65,02050803,Stralauer Kiez,4.18,4.85,5.23,4.63,4.36,4.66,5.51,6.01,6.16,6.14,5.85,6.9,7.87
66,02050804,Stralauer Halbinsel,1.42,1.78,1.48,1.55,1.14,1.03,1.25,1.16,2.09,1.94,2.1,2.14,2.05
67,03010101,Bucher Forst,1.57,1.7,1.62,1.05,1.05,0.92,1.6,1.63,1.18,0.98,0.95,1.86,2.58
68,03010102,Buch,1.1,1.42,1.66,1.75,1.68,1.87,1.8,1.8,2.16,2.28,2.12,2.11,2.17
69,03010104,Lietzengraben,null,null,null,null,null,null,null,null,null,null,null,null,null
70,03020203,Blankenfelde,null,null,null,null,null,null,0.0,null,null,0.6,null,null,0.74
71,03020209,Niederschönhausen,1.12,1.54,1.65,1.9,1.54,1.54,1.39,2.06,1.77,1.8,1.82,1.61,1.82
72,03020210,Herthaplatz,2.12,2.52,2.81,2.5,2.12,2.07,2.32,2.48,2.48,2.06,1.92,2.31,2.05
73,03020307,Buchholz,3.13,3.28,3.09,2.91,2.9,2.88,2.99,3.29,2.88,3.28,2.78,2.82,3.13
74,03030405,Karow-Nord,2.5,3.03,2.97,2.28,2.19,2.48,2.47,2.52,2.67,2.9,2.76,2.77,3.1
75,03030406,Alt-Karow,0.46,0.64,0.68,0.79,0.82,0.93,0.94,0.74,0.77,0.81,0.83,0.92,0.85
76,03030711,Blankenburg,0.25,0.23,null,null,null,0.43,0.42,0.63,0.69,0.54,0.53,0.38,0.5
77,03030715,Heinersdorf,1.03,1.23,1.01,1.06,0.9,1.32,1.56,1.53,1.33,1.67,1.78,1.77,1.44
78,03030716,Märchenland,null,null,null,null,null,null,0.0,null,null,null,null,null,null
79,03040508,Rosenthal,1.31,1.24,1.51,1.59,1.0,1.87,1.94,1.75,1.13,1.54,1.25,1.23,1.87
80,03040512,Wilhelmsruh,1.16,1.07,1.34,1.24,1.28,1.47,1.6,2.01,2.4,2.13,2.11,1.84,2.01
81,03040513,Schönholz,2.37,2.35,2.47,1.91,1.91,1.73,2.29,2.37,1.59,1.78,1.9,2.05,2.03
82,03040614,Pankow-Zentrum,1.66,1.88,2.12,1.88,1.75,1.94,2.14,2.3,2.1,2.57,2.31,2.27,2.4
83,03040818,Pankow-Süd,2.17,2.54,2.52,2.42,2.37,2.41,2.52,2.88,2.87,3.05,2.92,3.28,3.31
84,03050919,Gustav-Adolf-Straße,1.37,1.6,2.22,1.95,1.4,1.89,1.87,1.9,1.84,2.56,2.35,2.37,4.13
85,03050920,Weißer See,0.98,1.06,1.32,1.46,1.31,1.48,1.46,1.66,1.72,1.8,1.22,1.31,1.78
86,03050923,Weißenseer Spitze,3.63,3.49,3.8,4.46,4.4,4.71,5.0,5.45,5.68,5.69,5.26,5.64,4.07
87,03050924,Behaimstraße,3.52,2.99,3.37,3.65,4.31,4.72,5.01,4.95,6.13,6.6,5.54,6.64,7.35
88,03050925,Komp.-viertel Weißensee,2.11,2.33,1.93,2.45,2.5,2.93,2.98,3.28,3.26,3.71,3.54,4.08,3.65
89,03051017,Rennbahnstraße,2.85,2.85,3.43,2.6,1.99,2.55,3.5,3.58,3.99,4.86,4.18,3.95,3.24
90,03051021,Buschallee,1.65,2.14,2.25,2.13,1.45,1.71,1.96,2.08,2.09,2.36,2.34,2.26,2.31
91,03051022,Hansastraße,0.76,0.83,1.23,1.42,0.93,1.02,1.13,1.23,0.95,0.97,0.62,0.6,0.83
92,03061126,Arnimplatz,3.92,4.45,5.27,5.79,4.86,4.92,5.47,6.58,7.71,7.91,6.94,6.21,6.68
93,03061131,Falkplatz,4.97,5.17,6.37,6.16,4.6,4.66,4.94,5.59,7.07,6.74,6.53,6.94,6.95
94,03061227,Humannplatz,3.55,3.83,3.9,3.77,3.2,3.25,3.9,4.43,4.72,4.81,5.18,4.81,4.98
95,03061228,Erich-Weinert-Straße,2.39,2.67,3.24,2.98,2.66,3.02,3.14,3.51,3.8,4.17,3.97,4.14,4.7
96,03061332,Helmholtzplatz,7.4,8.29,9.2,9.67,9.54,9.42,9.16,9.28,9.42,10.56,10.1,10.7,10.42
97,03061429,Greifswalder Straße,1.3,1.44,1.45,1.33,1.09,1.13,1.43,1.69,1.11,1.61,1.69,1.73,1.78
98,03061430,Volkspark Prenzlauer Berg,1.28,1.37,1.14,1.37,1.49,1.64,1.85,1.77,2.43,2.47,2.52,2.19,2.58
99,03061434,Anton-Saefkow-Park,3.64,4.16,3.75,3.48,3.2,3.1,3.52,4.66,5.11,5.79,5.31,5.61,5.92
100,03061435,Conrad-Blenkle-Straße,1.73,1.73,2.1,2.5,2.23,2.65,2.83,0.38,0.19,4.24,0.4,0.59,5.72
101,03061441,Eldenaer Straße,null,null,null,null,null,null,0.0,null,null,1.6,null,14.72,null
102,03071536,Teutoburger Platz,3.57,4.55,4.55,3.84,2.91,4.15,3.92,4.88,4.44,5.68,6.18,6.26,6.24
103,03071537,Kollwitzplatz,5.92,6.31,5.93,6.15,5.74,5.56,6.29,6.91,6.63,6.27,5.57,6.14,5.89
104,03071633,Thälmannpark,5.35,6.3,6.45,5.73,4.55,5.16,5.27,5.6,5.91,7.12,7.24,8.31,8.6
105,03071638,Winsstraße,3.39,3.64,4.16,3.17,3.49,3.85,4.4,4.61,4.58,4.64,3.93,4.32,4.65
106,03071639,Bötzowstraße,2.66,2.63,2.67,3.97,3.31,3.98,4.07,4.51,4.63,4.99,4.2,4.33,4.47
107,04010101,Jungfernheide,3.27,4.07,5.12,4.34,4.49,4.87,5.4,6.18,5.74,7.29,7.62,8.43,8.31
108,04010102,Plötzensee,null,null,null,null,null,null,null,null,null,null,null,null,null
109,04010103,Paul-Hertz-Siedlung,6.44,7.25,8.42,8.25,8.8,9.23,9.58,10.15,10.55,11.1,11.69,12.06,12.97
110,04020204,Olympiagelände,null,null,null,null,null,null,null,null,null,null,null,null,null
111,04020205,Siedlung Ruhleben,1.92,1.12,1.08,1.37,1.38,1.36,1.59,2.09,null,1.46,1.76,1.43,1.4
112,04020206,Angerburger Allee,1.51,1.76,1.81,1.74,2.25,2.35,2.59,2.9,2.39,2.37,2.83,2.76,2.59
113,04020207,Flatowallee,0.65,0.76,1.03,0.89,1.01,1.03,1.31,1.64,1.6,1.91,2.2,2.3,2.64
114,04020208,Kranzallee,1.01,1.84,1.74,1.15,1.28,1.02,1.13,1.52,1.25,1.48,1.85,1.73,1.98
115,04020209,Eichkamp,null,null,null,null,null,0.48,null,null,null,null,0.46,0.45,null
116,04020310,Park Ruhwald,null,null,null,null,null,null,null,null,null,null,null,null,null
117,04020311,Reichsstraße,2.02,2.11,2.42,2.28,2.51,2.72,2.91,2.92,2.79,2.95,3.21,3.47,3.77
118,04020312,Branitzer Platz,3.08,2.91,3.22,3.19,3.19,3.14,3.27,3.51,3.56,4.16,4.7,4.92,4.58
119,04020313,Königin-Elisabeth-Straße,2.2,3.15,3.91,3.25,3.83,3.93,4.52,4.13,4.15,4.18,4.64,5.0,6.46
120,04020314,Messegelände,null,null,null,null,null,null,null,null,null,null,null,null,null
121,04030415,Schloßgarten,14.73,15.44,16.89,15.07,14.6,14.81,14.16,14.72,14.9,15.81,15.03,15.96,16.82
122,04030416,Klausenerplatz,13.81,14.46,17.97,15.58,16.54,15.8,17.89,16.8,16.5,16.73,16.92,17.12,17.03
123,04030417,Schloßstraße,6.39,6.89,7.95,6.58,7.1,7.75,8.73,8.83,9.03,9.7,10.33,10.07,10.55
124,04030518,Tegeler Weg,6.45,6.96,8.1,7.45,8.1,8.71,8.82,9.3,9.17,9.92,10.54,10.97,11.64
125,04030519,Kaiserin-Augusta-Allee,6.3,6.83,8.14,8.22,8.63,8.45,8.83,9.29,8.79,9.39,8.97,8.89,8.41
126,04030620,Alt-Lietzow,6.62,7.06,7.87,8.11,8.59,8.2,8.8,9.22,9.37,9.61,9.32,9.3,9.51
127,04030621,Spreestadt,17.37,17.0,17.94,15.64,15.3,16.22,18.89,18.24,17.44,18.64,18.62,18.72,17.05
128,04030622,Richard-Wagner-Straße,6.68,7.8,9.05,8.79,9.22,10.19,11.51,12.32,12.97,13.94,13.63,13.39,13.22
129,04030623,Ernst-Reuter-Platz,9.01,9.57,11.0,11.59,13.09,13.24,14.29,14.52,15.18,14.35,15.31,16.2,17.46
130,04030724,Lietzensee,5.79,6.63,8.04,7.51,7.26,6.64,7.08,7.55,7.36,7.88,7.65,7.88,8.34
131,04030725,Amtsgerichtsplatz,5.2,5.47,5.81,6.17,6.54,6.24,6.89,6.86,6.12,6.66,7.06,6.85,6.8
132,04030726,Droysenstraße,6.66,6.95,7.43,6.91,7.79,8.03,7.32,7.29,6.99,7.37,7.05,7.35,6.75
133,04030827,Karl-August-Platz,8.44,8.28,10.61,10.59,10.46,10.6,11.25,11.6,10.99,11.26,11.56,11.69,11.64
134,04030828,Savignyplatz,6.23,6.66,7.38,6.82,6.89,6.63,7.41,7.26,7.42,7.61,7.54,7.81,8.03
135,04030929,Hindemithplatz,7.07,7.72,8.93,7.26,7.73,8.74,9.04,8.43,8.83,9.77,10.43,9.98,10.3
136,04030930,George-Grosz-Platz,4.2,4.76,6.19,5.93,6.52,6.13,6.07,7.01,6.39,6.68,7.65,7.54,7.46
137,04030931,Breitscheidplatz,3.88,5.06,6.18,5.37,5.53,6.36,7.34,8.61,9.51,9.41,8.8,8.55,8.81
138,04031032,Halensee,4.28,4.85,5.25,5.37,5.41,5.57,6.25,6.58,6.62,6.99,6.94,7.02,6.83
139,04041133,Güterbahnhof Grunewald,null,null,null,null,null,null,null,null,null,null,null,null,null
140,04041134,Bismarckallee,2.74,3.06,3.83,3.61,3.99,4.39,4.93,5.11,5.07,5.61,5.99,6.21,6.43
141,04041135,Hundekehle,0.98,1.18,1.59,1.1,0.99,0.9,0.86,0.96,0.84,1.16,1.16,1.48,1.36
142,04041136,Hagenplatz,0.74,1.18,1.56,1.17,1.03,1.07,1.51,1.82,1.68,1.99,2.19,2.45,2.58
143,04041137,Flinsberger Platz,2.72,2.98,3.66,3.66,3.76,3.89,4.32,4.87,5.04,5.66,5.87,5.82,6.26
144,04041238,Kissinger Straße,1.71,1.53,2.07,1.74,2.28,2.55,2.8,2.81,2.54,2.88,3.23,3.58,3.78
145,04041239,Stadion Wilmersdorf,null,null,null,null,null,null,null,null,null,null,null,null,null
146,04041240,Messelpark,0.88,null,0.84,0.61,0.82,0.79,0.97,1.35,null,1.32,1.3,1.48,1.67
