,Kennung,Name,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018
297,08020620,Tempelhofer Weg,4.69,4.93,5.13,5.16,5.33,5.37,5.39,6.34,6.76,7.57,7.9,8.47,8.68
298,08020621,Mohriner Allee Nord,null,null,null,null,null,null,0.7,0.68,0.64,1.02,0.8,1.17,1.13
299,08020622,Parchimer Allee,4.38,4.37,4.56,4.53,4.82,5.44,5.88,6.4,5.63,6.84,6.88,6.91,6.67
300,08020623,Ortolanweg,4.8,3.18,3.77,4.35,1.83,3.43,4.26,4.74,4.0,4.02,3.45,4.19,4.82
301,08020624,Britzer Garten,null,null,null,null,null,null,6.73,null,null,null,12.34,11.16,11.21
302,08020625,Handwerker-Siedlung,3.49,3.91,4.08,3.95,3.75,4.04,4.49,5.19,4.97,5.28,5.13,4.98,5.61
303,08020726,Buckow West,2.17,2.12,2.13,2.36,2.16,2.21,2.63,2.49,2.7,2.79,2.72,3.07,3.18
304,08020727,Buckow Mitte,2.16,2.34,2.39,2.51,2.48,2.81,3.27,3.36,3.18,3.61,3.45,3.65,3.66
305,08020728,Buckow Ost,5.33,5.16,5.36,5.84,5.68,5.55,5.66,6.0,6.08,6.24,6.4,6.98,7.06
306,08030829,Gropiusstadt Nord,5.08,4.86,5.26,5.59,5.67,6.13,6.79,7.04,6.98,7.27,7.51,8.14,8.39
307,08030830,Gropiusstadt Süd,3.26,3.92,3.77,4.37,4.29,4.37,4.68,5.22,5.6,5.4,5.48,5.53,6.08
308,08030831,Gropiusstadt Ost,3.96,4.06,4.2,4.96,5.14,5.66,5.95,6.35,6.44,7.2,7.22,6.96,7.27
309,08040932,Goldhähnchenweg,2.82,3.21,3.39,3.2,2.88,3.25,3.28,3.76,3.9,3.75,3.87,3.64,3.4
310,08040933,Vogelviertel Süd,1.92,1.61,1.55,1.63,1.63,1.96,2.51,2.87,3.11,3.62,3.44,3.24,2.83
311,08040934,Vogelviertel Nord,1.65,1.62,1.77,1.5,1.25,1.62,1.59,1.73,2.17,3.11,3.38,3.48,2.9
312,08041035,Blumenviertel,0.94,0.82,0.84,0.84,0.73,0.86,0.88,0.91,0.93,1.35,1.23,1.16,1.06
313,08041036,Zittauer Straße,0.81,0.84,0.86,1.14,1.18,1.35,1.2,1.11,1.2,1.32,1.29,1.49,1.7
314,08041037,Alt-Rudow,2.05,2.32,2.31,2.44,2.52,2.67,3.09,3.21,2.98,3.36,3.46,3.27,3.48
315,08041038,Waßmannsdorfer Chaussee,2.11,1.85,1.63,1.64,1.78,1.95,2.05,1.84,2.73,2.63,2.61,2.44,2.24
316,08041039,Frauenviertel,1.61,1.84,1.35,2.68,3.3,2.97,3.27,3.62,3.56,3.99,3.36,3.45,3.53
317,08041040,Waltersdorfer Chaussee Ost,2.85,2.7,2.17,2.36,2.37,2.54,2.64,2.68,2.74,2.85,2.71,2.6,3.0
318,09010101,Elsenstr.,2.97,3.9,4.25,3.45,3.31,3.42,4.02,3.74,3.7,4.21,4.55,4.68,4.87
319,09010102,Am Treptower Park Nord,null,null,null,null,null,null,null,null,null,null,null,null,null
320,09010201,Am Treptower Park Süd,0.98,1.41,1.53,1.4,1.44,1.56,1.61,1.78,2.44,2.74,2.53,2.31,2.11
321,09010202,Köpenicker Landstraße,1.35,1.48,1.66,1.46,1.41,1.35,1.91,1.97,2.1,2.19,1.92,1.71,1.99
322,09010301,Baumschulenstraße,1.12,1.34,1.46,1.26,1.34,1.55,1.56,1.65,1.58,1.86,1.8,1.76,1.79
323,09010302,Späthsfelde,null,null,null,0.7,0.53,null,0.69,1.02,0.99,0.83,1.13,1.27,0.78
324,09010401,Johannisthal West,0.92,1.07,1.23,0.86,0.86,0.94,1.08,1.12,1.29,1.25,1.19,1.43,1.59
325,09010402,Johannisthal Ost,1.66,2.02,2.09,1.73,1.72,2.28,2.84,2.82,2.97,3.47,3.59,3.51,3.27
326,09020501,Oberschöneweide West,4.13,4.06,4.87,3.79,3.51,3.83,4.23,5.07,5.81,7.28,6.78,7.4,7.54
327,09020502,Oberschöneweide Ost,2.85,3.72,3.77,3.34,3.42,3.46,4.4,4.49,4.39,4.84,4.49,4.68,5.59
328,09020601,Schnellerstr,1.21,1.44,1.59,1.74,1.85,2.26,2.43,2.63,2.81,2.98,2.29,2.78,3.39
329,09020602,Oberspree,0.28,0.46,0.27,0.26,null,0.36,0.63,0.45,0.45,1.86,1.96,2.24,2.24
330,09020701,Adlershof West,null,null,null,null,null,null,null,null,null,null,null,null,1.97
331,09020702,Adlershof Ost,1.74,1.73,1.81,1.62,1.6,1.63,1.84,2.15,1.89,2.26,2.22,2.36,2.39
332,09020801,Spindlersfeld,1.66,2.18,2.46,1.84,2.54,2.6,2.67,2.46,2.63,3.58,3.28,3.44,3.94
333,09020802,Kölln. Vorstadt,2.3,1.95,1.84,1.77,1.78,2.24,2.98,3.03,2.68,3.16,2.32,2.4,2.48
334,09030901,Dorf Altglienicke,0.58,0.55,0.73,0.79,0.78,0.78,0.67,0.66,0.6,0.78,0.84,0.74,0.65
335,09030902,Wohngebiet II,4.46,4.8,4.69,3.83,4.14,4.22,5.27,5.37,4.89,5.72,5.99,5.83,6.03
336,09030903,Kölner Viertel,4.34,4.42,3.53,3.53,3.47,3.87,4.27,4.33,4.95,4.94,5.02,4.97,5.17
337,09031001,Bohnsdorf,0.57,0.75,0.72,0.74,0.65,0.69,0.94,1.08,1.04,1.14,1.26,1.25,1.3
338,09031101,Grünau,0.69,0.67,0.48,0.48,0.54,0.67,0.8,0.8,0.85,0.86,1.15,1.25,1.4
339,09031201,Karolinenhof,null,null,0.67,1.23,1.0,null,null,null,null,null,null,null,0.54
340,09031202,Schmöckw./Rauchf.-werder,0.63,null,0.59,null,null,null,null,null,0.55,0.7,1.01,0.83,0.96
341,09041301,Kietzer Feld/Nachtheide,0.95,0.98,1.12,0.87,0.84,0.97,1.07,1.03,1.23,1.33,1.23,1.49,1.49
342,09041302,Wendenschloß,null,null,null,null,null,null,null,null,null,null,null,0.59,0.58
343,09041401,Allende I,0.72,0.74,0.9,0.65,0.59,0.58,0.62,0.77,0.75,0.9,0.7,0.61,0.85
344,09041402,Allende II,2.65,2.93,1.56,1.27,1.83,2.33,1.33,1.64,null,1.37,2.17,1.9,2.47
345,09041501,Altstadt-Kietz,4.0,4.18,2.79,3.26,4.15,4.46,5.33,5.16,5.1,5.54,4.98,5.73,5.53
346,09041601,Müggelheim,0.75,0.69,0.68,0.64,0.64,0.91,0.6,0.59,0.52,0.75,0.67,0.83,0.82
347,09051701,Hirschgarten,1.47,1.6,1.46,1.24,1.27,1.59,1.63,1.82,1.84,1.63,1.32,1.34,1.24
348,09051702,Bölschestraße,0.89,1.06,1.17,0.9,0.97,1.03,1.16,1.18,1.09,1.02,0.93,0.78,0.87
349,09051801,Rahnsdorf/Hessenwinkel,0.5,0.7,0.63,0.79,0.7,0.8,0.74,0.9,0.71,0.86,0.72,1.06,0.84
350,09051901,Dammvorstadt,1.72,1.43,1.38,1.35,1.46,1.6,1.78,2.08,1.81,2.08,1.83,1.74,1.83
351,09052001,Köpenick-Nord,0.93,1.09,1.27,0.94,0.7,0.7,0.95,0.96,1.01,1.24,1.1,1.02,1.16
352,10010101,Marzahn-West,5.53,7.08,7.81,6.62,6.55,6.63,7.16,9.06,9.63,10.81,9.77,12.3,13.42
353,10010102,Havemannstr.,9.73,9.73,9.16,7.69,7.76,8.45,8.81,9.12,9.37,9.42,8.47,9.33,10.43
354,10010203,Gewerbegeb. Bitterfelder Str.,null,null,null,null,null,null,null,null,null,null,48.0,33.33,41.94
355,10010204,Wuhletalstr.,5.7,5.54,5.9,5.61,5.32,5.9,6.4,6.84,5.99,6.27,5.66,5.9,6.07
356,10010205,Marzahn-Ost,3.98,4.19,4.07,4.16,3.88,4.57,4.85,5.49,5.48,6.32,5.51,6.06,5.86
357,10010206,Ringkolonnaden,3.47,3.46,3.14,2.59,2.62,2.92,3.28,3.51,3.68,3.81,3.43,3.51,3.66
358,10010207,Marzahner Promenade,2.81,3.16,3.32,2.86,2.81,2.66,3.31,4.01,4.09,3.74,3.35,3.67,3.81
359,10010308,Marzahner Chaussee,null,null,0.78,null,null,1.24,1.46,1.43,1.12,1.11,1.13,0.66,1.28
360,10010309,Springpfuhl,2.17,2.34,2.33,1.89,1.96,2.04,2.47,2.85,2.85,2.98,2.73,2.93,2.96
361,10010310,Alt-Marzahn,2.08,2.11,1.96,1.85,1.77,2.11,2.24,2.42,2.45,2.68,2.3,2.43,2.5
362,10010311,Landsberger Tor,1.98,2.3,2.02,1.41,1.69,1.26,2.24,2.5,2.77,2.78,2.3,2.69,2.34
363,10020412,Alte Hellersdorfer Straße,7.16,6.14,7.41,6.51,6.13,6.3,6.85,7.97,8.02,8.56,10.1,10.32,11.25
364,10020413,Gut Hellersdorf,3.77,4.55,5.15,4.64,5.21,5.89,6.59,6.94,6.37,6.97,7.2,7.65,7.61
365,10020414,Helle Mitte,9.91,10.76,11.31,11.63,11.27,10.75,11.01,12.8,14.67,13.73,15.13,15.16,17.07
366,10020415,Hellersdorfer Promenade,4.7,4.82,5.73,5.32,5.39,6.25,6.18,7.07,6.0,7.61,7.34,8.36,8.76
367,10020416,Böhlener Str.,2.12,2.66,4.05,3.21,4.37,4.76,6.19,8.18,7.95,8.29,8.01,9.35,8.97
368,10020517,Adele-Sandrock-Str.,2.16,2.61,2.42,1.83,1.97,2.12,2.13,2.6,2.93,2.77,2.68,3.18,3.11
369,10020518,Schleipfuhl,2.96,3.3,4.21,3.83,2.7,2.88,3.31,4.26,3.26,4.31,2.61,3.92,4.53
370,10020519,Boulevard Kastanienallee,5.14,4.76,3.9,4.5,4.69,5.58,6.85,7.0,7.83,7.75,7.12,8.66,8.55
371,10020620,Kaulsdorf-Nord II,5.73,7.41,6.92,5.46,5.22,5.28,6.42,6.25,6.02,6.97,6.18,5.82,6.84
372,10020621,Gelbes Viertel,5.88,6.35,7.8,7.07,6.54,7.14,7.2,8.61,8.71,8.26,9.48,9.08,8.91
373,10020622,Kaulsdorf-Nord I,2.68,2.61,2.68,2.34,2.19,2.88,3.03,3.0,2.83,2.85,2.4,2.71,2.85
374,10020623,Rotes Viertel,2.41,2.84,3.07,3.07,3.37,3.8,3.65,3.2,3.3,3.38,3.06,2.95,3.83
375,10030724,Oberfeldstr.,0.34,0.39,0.31,0.36,0.18,null,0.17,0.23,0.27,0.47,0.45,0.44,0.38
376,10030725,Buckower Ring,4.37,5.28,4.59,3.92,3.8,3.6,3.88,4.31,4.46,4.99,4.8,5.14,5.12
377,10030726,Alt-Biesdorf,0.49,0.48,0.46,null,null,null,null,0.43,0.54,0.67,0.66,0.64,0.72
378,10030727,Biesdorf-Süd,0.32,0.37,null,0.27,0.19,null,0.36,0.34,0.39,0.53,0.4,0.34,0.45
379,10040828,Kaulsdorf-Nord,0.3,0.28,0.45,0.44,0.43,0.43,0.5,0.41,0.39,0.61,0.8,0.97,0.67
380,10040829,Alt-Kaulsdorf,0.81,0.78,0.75,0.72,null,0.56,0.81,1.17,1.0,1.38,1.46,1.41,1.61
381,10040830,Kaulsdorf-Süd,0.65,0.61,0.44,0.28,0.35,0.28,0.41,0.39,0.56,0.55,0.58,0.51,0.54
382,10040931,Mahlsdorf-Nord,0.61,0.78,0.47,0.59,0.45,0.5,0.55,0.73,0.81,0.73,0.54,0.57,0.69
383,10040932,Alt-Mahlsdorf,null,null,null,0.42,null,0.55,0.66,0.66,0.63,0.86,0.71,0.68,0.74
384,10040933,Mahlsdorf-Süd,0.22,0.28,0.5,0.56,0.51,0.4,0.68,0.7,0.57,0.78,0.76,0.64,0.68
385,11010101,Dorf Malchow,null,null,null,null,null,null,null,null,null,null,null,null,null
386,11010102,Dorf Wartenberg,null,null,null,null,null,null,null,null,null,null,null,null,null
387,11010103,Dorf Falkenberg,null,null,null,null,1.83,null,null,2.4,null,null,null,null,null
388,11010204,Falkenberg Ost,4.97,4.92,5.36,4.64,4.79,5.09,5.53,6.41,6.62,6.87,6.71,6.82,6.99
389,11010205,Falkenberg West,4.13,3.93,3.4,3.69,3.94,4.15,4.17,5.01,5.4,5.33,5.36,5.65,6.22
390,11010206,Wartenberg Süd,3.46,4.61,4.75,4.48,4.57,4.63,5.89,6.15,5.91,6.26,6.27,5.79,5.99
391,11010207,Wartenberg Nord,4.07,4.01,4.22,3.87,3.3,3.91,3.95,4.13,5.21,5.41,5.46,5.95,6.28
392,11010308,Zingster Straße Ost,2.62,2.8,2.55,2.59,2.61,2.85,2.99,3.02,3.13,3.46,3.18,3.54,3.68
393,11010309,Zingster Straße West,2.65,2.68,2.93,2.86,2.85,3.16,3.66,4.3,4.47,4.99,4.45,5.12,5.44
394,11010310,Mühlengrund,1.86,1.7,2.11,1.34,1.05,1.13,1.3,1.66,1.67,1.68,1.38,1.96,1.9
395,11020411,Malchower Weg,0.64,0.84,0.87,0.91,0.89,0.82,0.79,0.98,0.76,0.99,1.02,1.04,1.09
396,11020412,Hauptstraße,2.49,2.67,2.51,1.55,1.24,1.41,1.63,2.45,2.58,3.2,2.92,2.68,2.59
397,11020513,Orankesee,null,null,null,null,null,null,0.42,null,null,0.52,0.75,1.09,0.97
398,11020514,Große-Leege-Straße,1.62,1.63,1.8,0.97,1.19,1.58,1.68,1.9,1.69,2.14,2.45,2.9,3.21
399,11020515,Landsberger Allee,2.06,2.1,1.98,1.82,1.99,2.28,2.41,2.64,2.27,2.55,2.2,2.62,2.68
400,11020516,Weiße Taube,0.61,0.44,0.42,null,null,null,0.41,0.54,0.79,0.39,0.65,0.64,0.87
401,11030617,Hohenschönhausener Str.,1.9,1.82,2.17,1.98,1.65,1.9,1.98,2.17,2.23,2.4,2.34,2.5,3.11
402,11030618,Fennpfuhl West,2.2,2.17,2.48,2.16,2.05,2.02,2.15,2.44,2.68,2.58,2.43,2.48,2.56
403,11030619,Fennpfuhl Ost,2.41,2.52,2.85,2.54,2.51,2.57,3.09,3.28,3.44,3.81,3.15,3.26,3.54
404,11030720,Herzbergstraße,3.14,2.45,3.4,2.02,3.06,2.96,4.07,5.25,5.95,5.36,5.09,5.59,6.08
405,11030721,Rüdigerstraße,2.08,2.32,2.44,2.18,2.18,2.32,2.61,3.04,3.1,3.48,3.13,3.59,3.63
406,11030824,Frankfurter Allee Süd,1.9,1.84,1.9,1.96,2.21,2.11,2.49,2.78,3.2,3.57,3.49,3.73,4.0
407,11040925,Victoriastadt,9.3,9.76,10.84,7.5,5.95,6.74,7.37,10.0,10.64,11.58,13.89,12.28,15.65
408,11040926,Weitlingstraße,2.54,2.84,3.06,2.79,3.1,3.09,3.77,4.19,4.33,4.87,4.76,5.26,5.82
409,11041022,Rosenfelder Ring,2.07,1.8,1.94,1.59,1.54,2.12,2.65,2.77,2.54,2.89,3.08,3.78,4.14
410,11041023,Gensinger Straße,3.77,3.45,3.63,3.58,3.91,3.78,3.6,3.76,3.78,4.14,3.57,3.83,4.28
411,11041027,Tierpark,3.84,3.95,4.97,4.07,3.14,3.33,3.83,4.69,5.09,6.53,6.02,6.64,5.59
412,11041128,Sewanstraße,1.51,1.69,1.87,1.55,1.66,1.76,1.79,1.99,1.87,2.19,1.88,2.04,2.1
413,11051229,Rummelsburg,null,1.09,1.29,1.21,null,0.95,0.75,null,0.74,1.44,1.2,0.94,1.81
414,11051330,Karlhorst West,2.43,2.78,3.14,1.71,1.78,2.56,2.49,2.86,2.37,2.73,3.01,3.06,3.0
415,11051331,Karlshorst Nord,0.84,0.81,0.68,0.66,0.56,0.64,0.59,0.92,1.2,1.15,1.08,1.11,1.11
416,11051332,Karlshorst Süd,1.46,0.93,1.03,0.91,0.81,1.2,0.95,1.18,1.02,1.67,1.95,2.03,1.79
417,12214125,Waldidyll/Flughafensee,1.63,1.56,1.58,1.27,1.51,1.35,1.38,1.79,1.86,1.84,2.05,2.46,2.51
418,12214126,Tegel-Süd,4.95,5.43,5.7,4.54,4.33,4.58,5.88,6.38,6.06,7.68,7.4,7.89,8.37
419,12224229,Konradshöhe/Tegelort,0.73,0.83,0.85,0.64,0.56,0.61,0.36,0.35,0.45,0.49,0.49,0.59,0.54
420,12224230,Heiligensee,1.15,1.12,1.09,0.88,0.81,0.94,0.99,1.12,1.06,1.04,1.09,1.09,1.14
421,12231101,Hermsdorf,0.92,1.05,0.98,0.8,0.74,0.84,0.96,1.11,0.93,1.0,1.02,1.32,1.65
422,12231102,Frohnau,0.66,0.84,0.81,0.7,0.73,0.77,0.82,0.97,0.99,0.91,1.1,1.1,1.15
423,12301203,Wittenau-Süd,1.7,1.97,2.41,2.27,2.43,2.53,2.76,2.95,2.46,2.72,2.87,3.14,3.24
424,12301204,Wittenau-Nord,1.93,2.28,1.99,1.26,1.7,2.22,2.26,2.59,2.26,2.88,2.52,2.86,3.47
425,12301205,Waidmannslust,0.65,0.63,0.7,0.6,1.11,1.0,1.34,1.39,1.36,1.43,1.47,1.54,1.68
426,12301206,Lübars,1.22,1.52,1.58,1.52,2.03,2.18,2.49,2.29,2.04,2.42,2.47,2.22,2.3
427,12304313,Borsigwalde,2.74,3.23,3.39,3.4,3.43,3.69,4.02,3.82,3.44,4.5,4.8,4.61,4.92
428,12304314,Ziekowstraße/Freie Scholle,1.82,2.31,2.68,2.46,2.9,3.12,3.31,3.47,3.25,3.38,3.63,3.61,4.12
429,null,Berlin,3.87,4.12,4.37,4.25,4.35,4.6,4.84,5.13,5.26,5.54,5.52,5.72,5.9
430,12103115,Breitkopfbecken,null,null,null,5.99,6.01,7.16,7.58,8.07,7.78,8.65,9.36,9.87,10.56
431,12103116,Hausotterplatz,null,null,null,5.19,5.51,5.64,5.38,5.98,5.04,6.25,6.57,7.03,7.59
432,12103117,Letteplatz,null,null,null,4.91,5.5,6.23,6.87,6.99,6.79,9.0,8.1,8.77,9.51
433,12103218,Teichstraße,null,null,null,4.73,4.83,4.78,5.47,6.48,6.24,6.82,7.04,7.61,8.14
434,12103219,Schäfersee,null,null,null,3.14,3.18,3.52,3.83,4.26,4.37,4.73,4.97,5.14,5.39
435,12103220,Humboldtstraße,null,null,null,2.74,2.9,3.25,3.51,3.73,3.27,4.21,4.22,4.0,4.46
436,12214421,Reinickes Hof,null,null,null,3.26,3.52,4.29,4.27,4.44,4.61,3.87,4.78,5.23,5.12
437,12214422,Klixstr.,null,null,null,7.69,7.58,8.37,9.53,10.15,8.65,9.87,11.36,12.15,12.39
438,12214423,Mellerbogen,null,null,null,3.78,3.34,3.38,3.73,4.22,3.49,3.83,4.06,4.47,4.81
439,12214424,Scharnweberstr.,null,null,null,4.86,5.61,5.56,6.03,6.8,6.54,7.07,6.77,7.85,8.02
440,12214527,Alt-Tegel,null,null,null,2.07,2.06,2.14,2.65,2.58,2.44,2.77,2.75,2.88,3.49
441,12214528,Tegeler Forst,null,null,null,null,null,null,null,null,null,null,null,null,null
442,12302107,Schorfheidestr.,null,null,null,1.24,1.81,0.83,1.72,1.76,1.61,2.0,1.86,1.94,2.68
443,12302108,Märkisches Zentrum,null,null,null,3.98,3.9,4.37,4.6,4.59,4.35,4.97,4.92,5.14,5.71
444,12302109,Treuenbrietzener Str.,null,null,null,6.32,6.39,6.34,7.28,7.8,7.43,8.15,8.45,9.04,8.87
445,12302110,Dannenwalder Weg,null,null,null,4.2,4.82,4.64,5.09,5.41,4.9,5.61,6.0,6.7,6.97
446,12302211,Lübarser Straße,null,null,null,2.43,2.5,2.27,2.3,2.35,2.19,2.26,2.55,2.5,2.33
447,12302212,Rollbergesiedlung,null,null,null,6.07,7.1,7.61,8.12,7.87,7.47,8.33,9.66,10.15,11.0
448,null,unbekannt,null,null,null,null,null,null,null,null,null,null,0.1,0.11,0.12
